Source,Target
570084331,1374272137
106693698,1374272137
211839251,1374272137
1966908048,1374272137
711515164919599104,1374272137
3338586035,1374272137
282220261,1374272137
4204909210,1374272137
295909141,1374272137
229776460,1374272137
180562012,1374272137
2600332434,1374272137
700726501944066048,1374272137
498831289,1374272137
30059550,245907044
460672244,245907044
2949094898,245907044
716156684121407488,245907044
702590096109797376,245907044
4044924562,245907044
359673179,245907044
4917433205,245907044
352863896,245907044
1016215999,245907044
362135532,2287053125
3298347616,2287053125
3130112727,2287053125
555525531,2287053125
3146358904,2287053125
1713645084,2287053125
713056433,2287053125
3514268361,2287053125
1629017700,2287053125
3700724480,391037985
23290903,391037985
287145931,391037985
724289764153798656,391037985
721047957668249600,391037985
159600249,391037985
2826704600,593733383
718973840450330624,593733383
723988122783109120,593733383
4276477727,593733383
723951676588072960,593733383
2459729011,593733383
2958499596,593733383
723688638463250432,593733383
701016121919590400,593733383
2455611367,593733383
720719325208907776,24929430
4874356571,24929430
3776735532,24929430
718492379280330752,24929430
4339609049,24929430
3382565128,24929430
1013586049,24929430
721482946805424128,883145232
16382595,883145232
720719325208907776,883145232
719939151978586114,883145232
2638013795,883145232
718492379280330752,883145232
27907854,883145232
716480938981482496,1924047018
722195954271678465,1924047018
721891017696223236,1924047018
721704440546377728,1924047018
721238718594621441,1924047018
706049744217493504,1924047018
720657551352807424,1924047018
720597671812210689,1924047018
719895104241209345,1924047018
719245113726234625,1924047018
717686534057627648,1924047018
3474303316,1924047018
712085101820051456,1924047018
597671551,150045220
972255798,14200995
2717235576,14200995
14232988,14200995
174999044,14200995
42989078,14200995
63214414,14200995
813286,14200995
49588024,18546950
352439938,18546950
97180583,18546950
339713150,18546950
271731150,18546950
297056485,18546950
16413013,18546950
72921072,18546950
151532899,18546950
52236882,18546950
234833487,39922338
49588024,39922338
352439938,39922338
497411841,39922338
171100663,39922338
21934226,39922338
254832321,39922338
299705340,176267710
415910635,176267710
172816903,176267710
918803881,2903822458
2819735964,2903822458
39059684,2903822458
2296239754,2903822458
402816319,2903822458
723190529278636032,2903822458
714786037466271745,2903822458
714815898905886720,2903822458
265247697,2903822458
37882974,2903822458
723289965992501248,2903822458
310581925,2903822458
2153549784,3080991925
4065869533,3080991925
702142069997903872,3080991925
3430404575,3080991925
2478363072,3080991925
3119165196,3080991925
3220303518,3080991925
3214617438,3080991925
1896179562,3080991925
366263619,2259171523
4919548043,2259171523
187688016,2259171523
30739571,2259171523
303146889,2259171523
63761222,2259171523
228145644,2259171523
719473968592367616,2259171523
78121174,2259171523
325487489,2259171523
566164141,2259171523
74524488,478712224
1340014374,478712224
2614210831,478712224
974778115,478712224
4840310069,478712224
28605037,478712224
472974988,478712224
137118581,478712224
2762147677,478712224
249710869,478712224
1677129236,478712224
1953969530,478712224
722842452000944128,83466368
724291545365663745,83466368
713122347717406720,83466368
2478353269,83466368
722455287991517184,83466368
1455923480,83466368
44191161,83466368
24745053,83466368
2874627769,83466368
724275757091045377,83466368
716943699981131776,83466368
301437840,83466368
721518772482277377,83466368
2589434322,83466368
802118916,83466368
4854296955,36777600
189901963,36777600
710537331795558400,36777600
383151103,36777600
721655916005724161,36777600
710567638615904258,36777600
722447974387884032,36777600
435134490,36777600
3928920809,36777600
2906339405,36777600
377955550,36777600
723361726909931520,36777600
3363818181,36777600
715114976424235008,36777600
717449037142761473,36777600
2577099476,461294085
132790828,461294085
155991469,461294085
253738474,461294085
14641650,461294085
48567923,461294085
723197410592350208,461294085
337734671,461294085
388256310,461294085
2302099146,461294085
4185558854,461294085
713374988657516544,461294085
175322623,461294085
3412194249,461294085
4911510742,2419592726
4824883977,2419592726
723698696458756096,2419592726
25739661,2419592726
716771906800730112,2419592726
715100438157242368,2419592726
1461869209,2419592726
713152946486136832,2419592726
2215167391,2419592726
1643513262,2379342732
2545274406,2379342732
385205235,2379342732
1636029217,485166864
19416858,485166864
32131015,485166864
914482993,485166864
74613440,485166864
519610901,485166864
272175633,485166864
712566644841844737,485166864
4531521553,485166864
987544838,485166864
4439085256,485166864
3331668887,485166864
723926560009379841,856388335
723771563426779136,856388335
718730349484748801,856388335
4150940233,856388335
4394857280,856388335
702094932723404800,856388335
706466182300184576,856388335
1150709088,856388335
702027420967108610,856388335
722164249578102785,1155899689
722162691222151168,1155899689
703734665308459008,1155899689
37599351,1155899689
135078804,1155899689
3091658698,1155899689
4601257993,1155899689
3324382154,1155899689
1319883463,1155899689
4069503562,932301721
98485795,932301721
85700758,932301721
2428074302,932301721
308320162,932301721
281782993,932301721
153545661,932301721
1635903175,932301721
1344250200,932301721
215034713,932301721
372422673,932301721
712261207239970816,39845041
4725761474,39845041
1363768424,39845041
1010608734,39845041
3278642034,39845041
710973541622145024,39845041
4832286009,39845041
706419401151492096,39845041
2494029660,268342631
4674407574,268342631
30500021,268342631
38015516,268342631
2278092690,268342631
3236457505,268342631
194672151,268342631
76135724,268342631
22570433,268342631
49497068,268342631
2952926278,268342631
2886753081,3812639474
4655710660,3812639474
3405031919,3812639474
4869043432,3812639474
4383121223,3812639474
4164805454,3812639474
119964812,3812639474
188687118,3812639474
375010213,3812639474
3727727952,3812639474
878262588,24560634
89759204,24560634
